,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome_G
5011,120,4005,6,1,2531,43,16,0,1,0,1
5012,48,4706,0,0,0,0,11,10,0,1,1
5013,36,4003,0,33,3477,4000,13,5,0,0,1
5014,36,2500,0,50,445,2510,2,34,0,1,1
5015,60,3500,0,31,4285,3151,10,43,0,1,1
5016,60,4804,3,66,3731,3010,18,42,0,0,1
5017,12,6000,0,23,27,876,16,11,0,1,1
5018,18,3411,0,42,3745,3817,12,41,0,1,1
5019,36,2201,3,7,2673,284,2,16,0,0,1
5020,12,5301,0,13,733,1971,15,35,0,1,1
5021,24,4301,0,27,356,2101,17,57,0,1,1
5022,36,5303,5,18,4004,3438,12,48,0,1,1
5023,24,5204,0,24,13415,2092,10,17,0,1,1
5024,30,4207,2,23,140,3450,9,57,0,1,1
5025,18,5301,2,33,103,5402,15,26,0,0,1
5026,48,5707,3,35,2834,2409,14,31,1,0,1
5027,60,4308,0,30,1462,2122,10,26,0,1,1
5028,30,4404,0,33,427,2422,10,24,0,1,1
5029,60,3003,0,33,1974,10958,9,57,0,1,1
5030,33,6501,0,23,1489,2856,4,34,0,1,1
5031,24,4206,1,17,1849,7135,8,14,0,1,1
5032,36,4908,0,30,11565,10325,13,0,1,1,1
5033,24,3510,6,38,1809,3447,8,42,0,0,1
5034,72,3307,0,51,54,3237,1,45,0,1,1
5035,48,3202,0,40,967,3584,15,35,0,0,1
5036,15,7503,0,25,3532,2497,10,22,1,1,1
5037,60,6100,0,20,12142,2223,10,27,0,1,1
5038,24,2801,0,11,985,3145,10,52,0,1,1
5039,9,4602,0,26,19083,9897,20,34,0,1,1
5040,12,4207,0,113,31466,3504,16,42,0,1,1
5041,48,4205,0,46,466,3434,18,83,0,1,1
5042,36,3411,0,42,1255,2745,11,35,0,1,1
5043,60,4001,0,26,1823,6030,9,26,0,0,1
5044,60,4909,0,54,1409,7122,8,78,1,1,1
5045,60,4202,0,46,602,4929,9,78,1,0,1
5046,36,5002,6,12,370,2040,5,93,1,0,1
5047,36,3804,2,13,8919,2411,4,59,1,0,1
5048,36,6410,0,2,72,79,10,18,0,1,1
5049,60,4709,0,47,366,4941,10,52,0,0,1
5050,18,3109,0,26,290,2902,5,41,0,1,1
5051,60,4910,2,35,1396,2157,10,30,0,1,1
5052,48,2906,4,32,413,4873,10,76,0,1,1
5053,84,5100,0,48,1472,5420,10,65,1,1,1
5054,48,3410,0,28,542,2171,5,50,1,0,1
5055,36,4101,2,38,283,3801,12,92,1,1,1
5056,48,5206,4,68,779,8306,10,41,1,1,1
5057,36,3708,0,25,3154,2262,10,27,0,1,1
5058,12,2910,0,35,684,2659,4,30,0,1,1
5059,48,5205,2,43,266,4843,10,49,0,1,1
5060,60,2710,0,55,669,2450,1,27,0,1,1
5061,24,5106,0,27,662,3667,18,44,0,1,1
5062,48,2409,2,14,340,767,5,0,1,1,1
5063,60,4201,3,47,1082,2825,14,68,1,0,1
5064,24,2509,0,31,1093,2792,3,44,0,1,1
5065,36,3902,0,24,1770,2649,4,36,0,0,1
5066,24,4603,1,97,237,5886,9,75,1,1,1
5067,48,5902,0,27,2527,2882,10,25,0,1,1
5068,12,3301,2,35,795,2722,3,23,0,0,1
5069,48,3205,0,21,11926,4266,5,118,1,1,1
5070,60,6200,0,43,698,3238,11,55,0,1,1
5071,12,4410,1,40,1693,5885,4,103,1,1,1
5072,36,5710,0,18,5119,1018,10,11,0,1,1
5073,36,5311,0,0,0,0,0,28,1,0,1
5074,12,4509,0,74,4468,5972,10,53,0,1,1
5075,60,3007,2,30,76,2076,10,30,0,1,1
5076,72,2302,0,39,1196,2311,3,26,0,1,1
5077,18,3306,3,22,1885,2851,10,43,0,1,1
5078,12,4309,0,6,2368,669,1,45,0,1,1
5079,24,2903,6,33,256,3604,11,41,0,1,1
5080,60,3409,2,28,990,5187,2,50,0,0,1
5081,36,2806,0,0,0,0,0,26,0,1,1
5082,60,4710,0,51,314,2855,18,34,0,1,1
5083,60,6107,0,6,1331,302,14,11,0,1,1
5084,60,4704,0,1,25,46,7,23,0,1,1
5085,36,3308,2,20,362,2311,9,31,0,1,1
5086,24,4606,1,8,451,893,7,57,0,1,1
5087,48,5305,0,45,854,12530,12,0,0,1,1
5088,12,2911,1,30,506,1260,15,14,0,1,1
5089,60,3710,5,45,1271,4163,16,52,0,1,1
5090,48,3503,1,37,764,3386,13,35,0,1,1
5091,36,6305,0,23,58,1546,20,20,0,1,1
5092,48,5902,0,12,4147,2649,9,56,1,0,1
5093,30,6200,0,1,5735,500,11,44,0,1,1
5094,36,2605,1,30,486,2492,8,55,1,1,1
5095,36,3507,0,14,1948,2911,12,34,0,1,1
5096,24,5301,0,20,2244,7991,14,41,0,1,1
5097,12,3100,0,36,255,2545,4,32,0,1,1
5098,60,3007,0,16,2164,2575,12,24,0,1,1
5099,36,2809,4,32,190,2987,17,52,1,1,1
5100,48,3905,0,2,14700,14700,17,70,1,1,1
5101,48,5002,0,45,75,5409,17,55,0,0,1
5102,48,3507,0,49,3272,4780,10,81,1,1,1
5103,12,5604,0,14,3513,3316,10,26,1,1,1
5104,48,3705,0,38,3363,5621,4,60,0,1,1
5105,24,5410,0,15,7918,3434,10,42,1,1,1
5106,36,3010,1,55,2470,3114,2,35,0,1,1
5107,24,2607,0,25,148,1709,8,27,0,1,1
5108,12,3103,0,6,11981,5566,10,36,0,1,1
5109,36,4004,5,38,192,2760,11,0,0,0,1
5110,60,5003,0,32,613,1863,12,29,0,1,1
5111,60,3408,1,77,950,3881,7,68,1,0,1
5112,36,5602,0,10,3926,2832,10,21,0,1,1
5113,60,3309,0,71,6121,10457,10,70,1,1,1
5114,12,6107,0,24,225,2057,10,30,0,1,1
5115,60,4504,0,36,3028,2489,10,22,1,0,1
5116,48,3609,6,16,114,3181,14,75,1,0,1
5117,36,3000,0,37,662,4097,11,33,0,1,1
5118,36,4600,0,58,2011,3180,7,35,0,1,1
5119,48,5310,0,26,447,2842,10,32,1,1,1
5120,36,2900,1,53,5921,11465,10,35,0,1,1
5121,48,3604,0,17,1712,3381,4,50,0,1,1
5122,24,4510,2,75,1045,6042,18,95,1,1,1
5123,24,4104,1,32,240,2990,8,39,0,1,1
5124,60,4504,0,4,163,590,9,133,0,1,1
5125,42,2800,0,26,10774,2815,1,57,0,1,1
5126,60,4203,0,28,3267,3231,5,20,0,1,1
5127,60,3301,4,28,1797,2295,6,47,0,0,1
5128,60,3307,4,20,465,2588,10,38,0,0,1
5129,24,4411,3,21,1964,400,15,30,1,0,1
5130,60,4107,3,4,11440,9285,11,69,1,1,1
5131,60,3008,5,31,2301,3404,8,44,1,0,1
5132,36,5108,0,57,1287,9527,10,58,0,1,1
5133,60,4401,1,45,1445,4506,10,61,1,0,1
5134,60,3111,0,24,2332,4448,10,35,0,1,1
5135,15,5307,1,3,34,375,10,29,0,0,1
5136,60,6100,0,8,852,813,10,59,1,0,1
5137,36,5300,0,17,18,2873,3,43,0,0,1
5138,60,3808,1,51,595,2861,9,40,0,0,1
5139,60,4510,0,13,116,826,15,9,0,0,1
5140,60,5706,0,28,134,2342,9,26,0,0,1
5141,60,3107,0,19,2175,2247,8,74,1,1,1
5142,48,3501,1,85,2760,7819,9,134,0,1,1
5143,36,4106,0,35,630,2225,2,29,0,1,1
5144,36,4107,1,39,1190,2166,4,25,0,1,1
5145,15,4507,1,15,778,1975,10,32,0,1,1
5146,36,4809,3,35,1061,5447,10,97,1,1,1
5147,18,6910,0,4,197,200,11,29,0,0,1
5148,24,5206,5,39,858,8578,4,33,0,1,1
5149,48,4410,0,29,2963,3562,10,53,0,1,1
5150,60,3206,0,7,19,1608,6,35,1,1,1
5151,12,4606,0,36,5798,5675,9,44,1,1,1
5152,48,3407,0,7,1816,1601,4,44,1,1,1
5153,60,6306,0,54,5825,2962,17,37,0,1,1
5154,12,5001,0,20,177,1909,8,21,0,1,1
5155,18,6406,6,20,3003,880,1,13,1,0,1
5156,12,5704,5,27,772,2034,10,24,0,1,1
5157,12,4903,0,22,155,2544,4,34,0,1,1
5158,48,4507,1,91,2109,10959,10,55,0,1,1
5159,60,4004,2,21,1762,5535,14,60,0,1,1
5160,60,4003,0,43,2365,5867,0,58,0,0,1
5161,36,3306,6,31,1391,2409,4,12,0,0,1
5162,12,3401,1,54,460,4207,9,55,0,1,1
5163,12,2901,1,23,333,2042,23,31,0,1,1
5164,60,5308,0,55,156,5150,10,60,1,1,1
5165,60,4203,0,34,2725,3707,15,67,0,1,1
5166,30,4710,0,33,4122,3954,6,37,0,1,1
5167,24,5401,0,23,20135,9343,17,8,0,0,1
5168,120,5301,0,83,1068,7192,10,34,0,1,1
5169,12,3205,0,13,793,2137,10,24,0,1,1
5170,24,5310,0,38,2830,4749,10,63,0,1,1
5171,48,4110,0,21,695,3533,12,49,1,1,1
5172,60,4901,0,57,5744,11737,10,48,0,1,1
5173,60,4409,0,46,865,3071,12,32,1,1,1
5174,15,5104,1,8,10525,8383,3,55,1,1,1
5175,60,3502,2,40,1401,2204,16,36,1,1,1
5176,60,2600,1,19,1618,2149,4,30,0,1,1
5177,24,5900,3,33,834,2972,15,42,0,1,1
5178,24,2507,0,56,214,1872,3,31,0,1,1
5179,24,4206,0,2,1014,450,9,31,0,1,1
5180,12,2504,1,39,804,2904,9,34,0,1,1
5181,24,6203,4,10,134,1455,14,27,0,0,1
5182,24,2611,0,29,312,3203,19,22,0,1,1
5183,24,4306,3,27,382,3493,10,55,0,0,1
5184,60,3005,0,8,1282,3368,4,53,0,1,1
5185,24,5504,0,15,1413,1561,10,21,0,1,1
5186,24,5609,2,17,263,2937,10,23,0,1,1
5187,12,5200,0,0,497,0,5,42,0,1,1
5188,48,5603,3,32,134,1601,8,17,0,1,1
5189,60,3104,0,47,1042,4391,11,49,1,1,1
5190,24,4908,0,24,1931,3318,17,37,0,1,1
5191,36,2609,0,27,1102,2628,1,32,0,1,1
5192,48,3009,0,15,1247,2933,5,36,0,1,1
5193,60,3300,0,36,394,4188,12,41,0,1,1
5194,36,2906,0,19,229,1988,5,27,0,0,1
5195,12,4003,0,34,1164,3078,13,48,0,1,1
5196,60,3303,0,0,0,0,9,30,0,1,1
5197,12,4904,0,54,1256,9724,2,88,0,0,1
5198,36,5101,0,30,5433,2306,4,24,0,1,1
5199,36,4900,0,46,2762,6394,11,58,0,1,1
5200,36,2409,0,54,259,2258,6,31,0,1,1
5201,42,6205,0,33,16176,3851,7,35,0,1,1
5202,24,3007,2,14,1245,2209,2,37,0,1,1
5203,36,5101,2,23,2454,3419,13,32,0,0,1
5204,48,4202,0,27,3510,4739,19,51,1,1,1
5205,36,3400,0,0,0,0,4,26,0,0,1
5206,60,5311,6,31,766,7666,10,84,0,1,1
5207,24,3207,0,4,10254,5982,7,34,0,1,1
5208,60,5500,0,48,853,4848,10,50,0,1,1
5209,84,4307,6,1,17,3,13,25,0,1,1
5210,36,2804,0,67,7111,11060,3,111,1,1,1
5211,18,5305,1,16,50,1780,10,23,0,1,1
5212,60,4101,0,14,6855,1716,21,33,1,1,1
5213,12,5304,0,27,16917,10883,12,0,1,1,1
5214,60,3510,2,39,325,2463,5,23,0,0,1
5215,36,3706,0,57,53,4625,11,48,0,1,1
5216,36,4905,2,28,150,3018,10,35,0,1,1
5217,24,4502,0,84,111,6465,13,88,1,1,1
5218,48,4207,0,52,1432,3225,17,45,0,1,1
5219,60,4809,2,53,3256,5188,10,84,0,0,1
5220,36,2905,2,38,794,2600,12,48,1,1,1
5221,60,5106,0,15,750,2381,12,34,0,0,1
5222,60,2302,0,29,531,2117,4,24,0,1,1
5223,48,5400,0,48,2700,6414,10,80,0,1,1
5224,36,4603,6,42,955,2726,20,17,0,0,1
5225,42,4106,1,29,153,3412,4,53,0,0,1
5226,24,4905,6,4,2456,300,7,77,0,0,1
5227,36,2903,0,26,2249,1910,12,27,0,1,1
5228,18,3908,1,25,557,3217,10,32,0,1,1
5229,60,4708,6,37,649,2970,9,48,0,0,1
5230,18,5209,0,25,3679,2587,8,34,0,1,1
5231,60,4304,0,16,4178,3379,10,47,0,1,1
5232,12,4702,0,19,4669,3610,10,54,0,1,1
5233,84,4609,0,37,2064,2580,4,35,0,1,1
5234,24,2710,2,31,150,2973,7,25,1,1,1
5235,60,4005,1,16,473,3550,5,49,1,1,1
5236,48,3209,0,10,832,1357,11,22,0,0,1
5237,24,2811,5,25,1577,2608,4,29,0,0,1
5238,30,3011,0,52,285,3908,6,57,1,1,1
5239,36,5509,5,29,442,2304,9,32,0,1,1
5240,36,6103,0,54,3850,1838,14,17,0,1,1
5241,48,3810,0,38,6612,9645,7,93,0,1,1
5242,60,3010,5,53,168,3045,9,29,0,0,1
5243,60,4605,0,67,1609,8251,14,56,1,1,1
5244,48,3404,0,11,1420,4113,12,42,0,1,1
5245,24,4402,0,40,2030,3304,6,52,1,1,1
5246,60,3300,0,12,3329,2032,18,32,0,1,1
5247,48,5201,0,0,0,0,0,31,0,1,1
5248,60,3011,0,15,4035,3001,11,47,0,1,1
5249,36,3703,2,81,271,7167,4,80,1,1,1
5250,60,4503,2,27,9762,3306,17,58,0,1,1
5251,48,5411,0,0,0,0,1,61,1,1,1
5252,24,2302,0,23,231,1999,5,28,0,1,1
5253,36,4510,0,0,0,0,2,38,0,1,1
5254,48,4311,4,33,715,3647,13,43,0,0,1
5255,60,5306,4,49,1205,6701,7,81,1,1,1
5256,60,5301,0,22,17530,2409,9,37,0,1,1
5257,72,3900,3,40,19,4330,17,20,0,0,1
5258,36,3004,2,7,427,931,7,36,0,1,1
5259,48,3210,5,15,268,947,10,0,1,0,1
5260,24,4101,5,54,111,2627,6,41,0,0,1
5261,60,4801,0,20,409,716,9,8,0,1,1
5262,30,3008,6,23,212,3380,6,52,0,1,1
5263,6,7006,0,25,773,1638,10,16,0,1,1
5264,60,3207,0,16,392,2963,12,37,0,1,1
5265,18,4802,5,50,1516,5348,11,65,0,0,1
5266,12,4304,0,37,1213,3463,5,21,0,1,1
5267,60,3611,0,19,2133,2234,7,112,1,1,1
5268,36,2410,0,40,118,2879,6,40,0,1,1
5269,24,3111,4,55,565,2979,13,25,0,1,1
5270,36,3403,5,2,2607,60,4,24,0,0,1
5271,24,3809,0,20,469,4166,10,74,1,1,1
5272,48,3204,5,35,304,4689,3,37,0,0,1
5273,36,4407,0,14,519,1564,16,25,0,1,1
5274,15,4108,0,6,567,303,12,20,0,1,1
5275,36,4711,1,34,212,3366,6,40,0,0,1
5276,48,3806,6,35,811,2727,10,31,0,1,1
5277,36,5308,0,35,7776,5730,10,38,0,1,1
5278,12,3601,0,16,389,2300,6,33,0,1,1
5279,48,3804,4,50,871,7520,10,101,0,1,1
5280,60,3603,2,22,1054,3028,7,70,1,1,1
5281,48,4602,3,34,480,3998,10,54,1,1,1
5282,48,3703,1,45,150,1836,10,21,0,1,1
5283,30,3808,6,24,2356,1924,12,38,1,0,1
5284,24,2902,1,37,365,2332,11,39,0,1,1
5285,60,6110,0,18,1210,3081,12,30,0,1,1
5286,60,3504,1,31,735,3813,7,41,0,1,1
5287,60,4403,0,44,2271,3318,11,28,0,0,1
5288,60,5211,2,30,273,1634,12,10,0,0,1
5289,36,3702,3,41,221,4704,9,47,0,1,1
5290,24,6100,3,25,143,1942,10,27,0,1,1
5291,18,3810,0,24,1364,3332,4,33,0,1,1
5292,12,3908,0,13,157,607,8,37,0,1,1
5293,24,3501,3,46,572,3928,3,22,0,0,1
5294,36,3504,0,39,4332,4078,5,33,0,1,1
5295,12,4100,6,75,801,4001,11,34,1,0,1
5296,48,3209,0,12,1180,1825,8,28,1,0,1
5297,36,5307,1,17,1205,5747,10,68,0,1,1
5298,24,4500,0,5,302,228,9,7,0,1,1
5299,24,4505,0,0,0,0,8,33,0,1,1
5300,36,4503,0,6,4144,1056,10,66,1,1,1
5301,60,4200,6,22,240,379,9,10,0,0,1
5302,24,2805,0,40,633,3328,11,54,0,1,1
5303,24,5205,0,37,356,3316,21,38,1,1,1
5304,36,4607,0,20,7253,18773,16,62,0,1,1
5305,60,6906,0,5,312,880,10,6,0,1,1
5306,60,5709,0,38,276,5222,10,69,1,1,1
5307,24,5004,0,27,458,2171,10,63,0,1,1
5308,24,5303,0,33,3388,16852,15,55,1,1,1
5309,60,5103,0,7,224,758,15,31,1,1,1
5310,120,2809,0,19,524,2226,12,64,1,1,1
5311,48,4503,0,21,1759,3910,11,37,0,0,1
5312,12,5409,0,1,5007,5000,10,30,0,1,1
5313,60,2607,6,26,446,3982,3,70,1,1,1
5314,48,3501,6,40,317,4931,4,61,1,1,1
5315,18,3200,1,33,2548,3702,6,36,0,0,1
5316,12,3600,0,5,10343,3678,11,26,0,1,1
5317,60,3801,0,44,1307,4956,9,51,0,0,1
5318,48,3603,0,67,1270,9187,8,90,0,1,1
5319,120,4906,6,32,4380,3742,11,83,0,0,1
5320,24,3808,6,34,1006,2777,17,48,0,0,1
5321,60,3802,0,58,442,3782,5,43,0,0,1
5322,60,3100,0,30,138,3036,4,22,0,1,1
5323,48,3409,0,40,1161,3682,16,52,0,1,1
5324,36,2100,4,44,276,2398,4,27,0,1,1
5325,24,4504,0,36,1207,3793,10,49,1,1,1
5326,84,6910,0,13,1000,1236,12,30,0,1,1
5327,18,3708,3,23,937,1791,6,20,0,1,1
5328,60,2811,0,4,926,225,7,29,0,1,1
5329,36,5005,4,28,556,2010,8,30,0,0,1
5330,36,5301,4,59,382,5525,11,72,1,1,1
5331,120,4202,3,19,61,421,10,11,0,0,1
5332,60,2410,0,39,673,3470,2,37,0,1,1
5333,60,4204,5,38,574,4695,13,47,0,1,1
5334,120,4811,0,60,1456,7602,18,111,0,0,1
5335,60,3302,1,66,2014,5010,7,55,0,0,1
5336,36,4000,1,42,49,3217,10,35,0,1,1
5337,48,2710,3,29,639,3099,12,38,0,1,1
5338,48,3503,5,36,28,4317,6,37,0,0,1
5339,12,3010,1,27,716,2435,3,36,0,1,1
5340,36,4510,0,29,19721,3188,10,58,0,1,1
5341,60,2202,0,25,376,2526,10,24,0,1,1
5342,84,3306,4,19,78,1374,5,19,0,0,1
5343,36,3501,0,36,69,2690,9,38,0,1,1
5344,24,4707,0,40,9128,2369,4,40,0,1,1
5345,36,4304,0,25,1496,4657,15,52,0,1,1
5346,24,6410,0,1,789,0,24,41,0,1,1
5347,12,2511,0,32,1644,2334,9,46,0,1,1
5348,24,2403,0,18,141,2460,10,38,0,1,1
5349,12,3800,1,17,793,2451,10,37,0,1,1
5350,120,3700,4,28,558,2363,10,33,0,1,1
5351,60,3909,0,40,1133,5798,15,97,1,1,1
5352,15,5606,0,17,192,1722,20,26,0,1,1
5353,60,5002,0,24,3157,1726,18,16,0,0,1
5354,12,2510,2,27,412,2705,7,34,0,1,1
5355,36,3909,0,29,622,4075,10,69,0,1,1
5356,48,3010,1,32,991,3798,13,32,0,0,1
5357,36,3807,0,45,597,3484,10,48,1,1,1
5358,18,4710,0,5,385,2277,0,110,0,1,1
5359,24,2905,0,60,948,3491,2,26,1,1,1
5360,12,6410,0,0,0,0,9,49,0,1,1
5361,24,3809,0,27,1767,2450,12,32,0,1,1
5362,60,4405,6,31,31,2963,10,55,0,0,1
5363,18,4701,0,3,1402,736,10,60,0,1,1
5364,12,4302,1,26,2237,6385,10,30,1,1,1
5365,18,3108,4,29,670,3005,2,39,0,0,1
5366,60,4504,4,18,310,1380,10,54,1,1,1
5367,24,5007,0,32,4290,4644,8,28,0,1,1
5368,60,4307,0,2,12827,4001,13,65,0,1,1
5369,36,4208,6,36,366,3764,9,40,0,0,1
5370,36,5400,0,36,2062,5220,12,0,0,1,1
5371,60,3600,0,0,0,0,15,65,1,1,1
5372,48,4106,2,24,1146,5784,16,110,0,1,1
5373,60,4010,0,19,1080,4873,12,79,0,1,1
5374,36,4908,4,10,226,2657,10,30,0,1,1
5375,24,2511,6,34,694,2508,10,33,0,0,1
5376,15,5705,0,17,957,3523,10,26,0,1,1
5377,60,4407,2,43,979,5368,6,35,0,1,1
5378,24,2504,0,39,1492,3273,10,46,0,1,1
5379,48,4807,0,18,433,2640,6,60,1,1,1
5380,24,2904,0,19,9320,2733,10,36,0,1,1
5381,60,3801,0,21,642,5457,13,48,0,1,1
5382,12,6710,0,29,1103,3559,14,60,1,1,1
5383,120,4409,0,46,5134,12094,6,120,0,1,1
5384,60,4902,0,45,1938,5118,7,56,1,1,1
5385,12,4611,2,44,1698,5557,15,64,0,1,1
5386,27,5901,0,23,1147,2603,10,42,0,1,1
5387,24,2206,0,16,2962,5146,10,25,0,1,1
5388,24,2600,0,40,346,4035,19,41,0,1,1
5389,60,3008,5,36,408,2069,1,27,0,0,1
5390,60,3301,0,42,645,3745,20,39,1,1,1
5391,12,3205,2,18,822,4215,7,60,0,1,1
5392,36,5903,0,23,800,2443,7,34,0,0,1
5393,60,4101,0,11,1923,4907,3,75,0,1,1
5394,12,3011,3,40,298,4307,1,51,0,1,1
5395,18,3107,0,42,535,2434,5,31,0,1,1
5396,36,6507,2,11,8686,1189,10,40,0,1,1
5397,84,6105,0,0,0,0,21,69,0,1,1
5398,36,5210,0,49,313,4397,22,10,0,0,1
5399,12,4210,0,21,6704,7515,15,21,0,1,1
5400,60,3408,1,35,248,2725,17,62,0,1,1
5401,36,4300,2,28,291,1987,15,29,0,0,1
5402,48,4707,0,14,382,3972,18,47,0,1,1
5403,24,4702,0,9,3723,1627,10,65,1,1,1
5404,12,6602,0,2,279,66,14,11,0,1,1
5405,36,2709,0,33,2140,3178,3,31,0,1,1
5406,36,4911,0,23,1090,2878,16,49,0,1,1
5407,48,5411,0,42,203,3368,10,28,1,1,1
5408,48,4501,0,79,560,5876,10,48,1,0,1
5409,12,6406,0,16,642,1881,9,30,0,1,1
5410,36,3205,1,20,832,2644,8,30,0,1,1
5411,12,4010,1,23,468,2986,10,42,0,1,1
5412,42,5405,6,28,1411,4728,7,55,0,0,1
5413,60,5304,1,34,654,3530,15,58,0,1,1
5414,48,3510,0,2,5257,5250,13,31,0,1,1
5415,42,3305,0,39,349,3506,10,83,1,1,1
5416,36,5705,5,13,1751,2203,9,35,0,0,1
5417,60,5402,0,56,35862,8822,12,14,0,1,1
5418,60,3907,0,0,0,0,2,63,1,1,1
5419,12,3311,6,41,389,3773,16,34,0,1,1
5420,48,3611,4,37,251,3566,3,44,0,1,1
5421,48,4401,0,15,368,1605,20,52,0,1,1
5422,60,3803,0,34,36,3797,6,37,0,1,1
5423,36,5608,0,22,2936,2850,6,20,0,1,1
5424,6,5502,0,9,506,8838,9,32,0,0,1
5425,12,5804,0,15,785,2822,16,45,0,1,1
5426,60,3406,5,19,239,3648,10,35,0,0,1
5427,12,2501,0,28,485,2182,6,32,0,1,1
5428,72,4906,0,34,427,5024,10,88,0,1,1
5429,12,4911,5,55,2356,5139,6,78,1,0,1
5430,72,4810,0,27,991,6075,16,93,0,0,1
5431,6,6109,0,15,7032,4631,8,52,0,1,1
5432,60,5311,3,4,1453,2248,5,0,1,0,1
5433,60,4608,3,21,1156,2725,10,39,0,0,1
5434,24,2408,0,6,8004,2900,6,31,0,0,1
5435,18,2909,2,29,327,1858,2,23,0,0,1
5436,33,4109,1,22,491,3570,10,45,0,0,1
5437,24,6003,0,5,2358,1398,6,60,1,1,1
5438,36,5703,0,13,1174,216,10,53,0,0,1
5439,36,5304,2,24,8436,7309,6,32,0,0,1
5440,60,2903,0,19,2322,2906,4,34,0,1,1
5441,60,3304,0,18,1064,2595,8,45,0,1,1
5442,42,5502,0,30,185,1241,12,9,0,1,1
5443,60,5305,0,46,868,3526,10,70,1,1,1
5444,24,5305,0,72,3886,8444,8,39,0,1,1
5445,36,3107,3,33,1520,3053,4,39,0,1,1
5446,48,5504,0,26,124,2552,14,36,0,1,1
5447,60,3602,1,49,468,3678,10,86,1,1,1
5448,36,2202,0,26,924,2288,7,31,0,1,1
5449,36,2402,0,19,387,1182,7,18,0,1,1
5450,60,5600,1,27,1062,6293,10,74,0,1,1
5451,72,5608,2,19,170,3493,18,66,0,1,1
5452,60,4003,1,36,211,2331,10,36,0,1,1
5453,36,4111,0,14,452,1538,10,29,0,1,1
5454,36,3411,0,24,1455,3060,10,42,0,1,1
5455,24,3607,2,1,22587,10109,15,66,1,1,1
5456,30,2008,0,49,64,1813,4,18,0,1,1
5457,36,5507,1,28,319,2667,10,14,0,0,1
5458,48,4610,0,46,1507,5069,5,88,0,1,1
5459,48,5907,0,4,3409,55,18,10,0,1,1
5460,12,5711,2,14,430,1323,18,43,0,1,1
5461,60,3705,3,36,210,1508,18,0,0,0,1
5462,42,2400,0,1,108,2833,9,23,0,1,1
5463,60,5203,3,30,685,1622,6,25,0,0,1
5464,60,3107,1,4,742,2005,17,20,0,1,1
5465,54,5800,1,32,1799,3121,12,86,0,1,1
5466,48,3706,0,32,4792,2825,11,24,0,1,1
5467,60,3410,0,31,1168,4278,10,41,1,1,1
5468,60,5106,1,12,709,1378,10,31,1,1,1
5469,36,3211,3,50,682,2338,7,46,1,1,1
5470,60,3102,0,41,575,3278,14,43,0,1,1
5471,48,3105,6,32,55,1249,11,20,0,0,1
5472,24,3809,2,79,321,3526,7,33,0,0,1
5473,24,4210,1,28,2518,3324,10,31,0,0,1
5474,60,5405,2,39,6359,6822,16,46,0,1,1
5475,60,3202,1,21,37,2235,12,37,0,0,1
5476,60,3911,1,11,4340,1750,9,30,0,0,1
5477,30,6407,3,27,50,3038,15,29,0,0,1
5478,60,2601,0,19,2970,3650,2,42,0,1,1
5479,24,2503,2,24,580,2158,2,23,0,0,1
5480,36,3111,0,67,1494,2312,7,20,0,1,1
5481,60,6203,1,42,542,5178,14,66,0,0,1
5482,60,4805,2,9,920,181,11,10,0,0,1
5483,36,4205,0,19,171,3546,7,54,0,1,1
5484,48,5002,0,27,2729,3956,10,73,0,1,1
5485,36,2709,0,50,651,2668,10,37,0,1,1
5486,60,4209,0,58,6100,7896,15,119,1,1,1
5487,24,3108,1,14,198,2302,18,34,0,1,1
5488,48,3309,0,0,0,0,7,43,0,0,1
5489,12,2610,4,38,648,1930,8,23,0,0,1
5490,36,2802,2,21,440,1397,10,21,0,0,1
5491,60,4308,6,31,215,4051,14,40,1,1,1
5492,120,3605,3,25,474,1095,11,18,0,0,1
5493,24,5400,1,38,11907,4845,10,69,1,1,1
5494,60,5005,6,65,1711,3010,10,26,0,1,1
5495,60,4705,0,9,4620,17707,10,170,0,1,1
5496,24,3903,2,64,382,5984,6,48,0,1,1
5497,24,2502,0,0,0,0,22,39,0,1,1
5498,24,5004,3,25,1847,3324,13,48,0,0,1
5499,48,3210,0,21,396,1898,12,25,0,1,1
5500,30,5803,0,31,2331,2328,9,10,0,1,1
5501,24,2611,6,21,961,2012,10,30,0,1,1
5502,60,5903,0,3,303,536,17,40,1,0,1
5503,60,4104,2,7,74,191,22,62,1,1,1
5504,36,2908,0,12,103,2137,11,53,1,1,1
5505,18,4606,0,31,374,1081,9,4,0,1,1
5506,18,2509,0,41,2351,4141,11,43,0,1,1
5507,60,5501,0,24,23093,1857,17,10,0,1,1
5508,60,4411,0,23,1966,14408,10,102,1,0,1
5509,12,5308,4,77,807,4610,2,0,0,0,1
5510,72,5505,6,7,3008,1013,14,3,0,0,1
5511,60,4206,0,57,261,16800,10,39,1,1,1
5512,24,3307,0,60,821,4616,8,49,0,0,1
5513,48,5302,6,6,5989,1268,9,0,1,0,1
5514,12,2904,0,25,930,3702,2,37,0,0,1
5515,24,2307,1,43,556,1186,7,11,0,0,1
5516,24,3508,1,30,779,4560,8,64,0,1,1
5517,60,4703,2,64,1315,11994,10,179,1,1,1
5518,12,3911,5,59,910,6116,5,69,0,1,1
5519,12,4005,1,10,613,2917,3,49,0,1,1
